,Run,Wealth,ex_ratio,height,init_agents,init_poll,max_age,max_init_sugar,max_metabolism,max_vision,min_age,width
45,938,5260.476785496095,4,50,500,10,60,5,3,10,30,50
46,981,5338.227972780886,9,50,500,10,60,5,3,10,30,50
47,350,5414.485699240991,6,50,500,4,60,5,3,10,30,50
48,267,5375.274353949295,7,50,500,3,60,5,3,10,30,50
49,210,5210.150173395066,2,50,500,3,60,5,3,10,30,50
50,326,5295.803557809821,3,50,500,4,60,5,3,10,30,50
51,797,5295.818229388766,10,50,500,8,60,5,3,10,30,50
52,109,5506.9230185486595,1,50,500,2,60,5,3,10,30,50
53,360,5274.16469043146,7,50,500,4,60,5,3,10,30,50
54,72,5313.579814504146,8,50,500,1,60,5,3,10,30,50
55,953,5256.758988270542,6,50,500,10,60,5,3,10,30,50
56,640,5209.225596708914,5,50,500,7,60,5,3,10,30,50
57,682,5299.3138167215375,9,50,500,7,60,5,3,10,30,50
58,117,5209.825755641636,2,50,500,2,60,5,3,10,30,50
59,442,5154.956297697781,5,50,500,5,60,5,3,10,30,50
60,377,5353.365614080609,8,50,500,4,60,5,3,10,30,50
61,352,5239.722776585041,6,50,500,4,60,5,3,10,30,50
62,18,5293.787373750949,2,50,500,1,60,5,3,10,30,50
63,71,5367.040434860643,8,50,500,1,60,5,3,10,30,50
64,283,5397.743691679503,9,50,500,3,60,5,3,10,30,50
65,473,5558.276815181066,8,50,500,5,60,5,3,10,30,50
66,189,5169.323966903248,9,50,500,2,60,5,3,10,30,50
67,69,5313.2820647672115,7,50,500,1,60,5,3,10,30,50
68,565,5223.234869118496,7,50,500,6,60,5,3,10,30,50
69,349,5241.2080811729365,5,50,500,4,60,5,3,10,30,50
70,639,5394.155754935724,4,50,500,7,60,5,3,10,30,50
71,81,5452.049522387843,9,50,500,1,60,5,3,10,30,50
72,949,5262.685492763791,5,50,500,10,60,5,3,10,30,50
73,275,5303.221137609256,8,50,500,3,60,5,3,10,30,50
74,487,5300.688217539937,9,50,500,5,60,5,3,10,30,50
75,203,5408.891800996672,1,50,500,3,60,5,3,10,30,50
76,569,5298.038198112955,7,50,500,6,60,5,3,10,30,50
77,950,5315.516909537826,6,50,500,10,60,5,3,10,30,50
78,896,5439.802230795571,10,50,500,9,60,5,3,10,30,50
79,397,5435.598997676008,10,50,500,4,60,5,3,10,30,50
80,427,5155.498023434631,3,50,500,5,60,5,3,10,30,50
81,244,5166.963390886444,5,50,500,3,60,5,3,10,30,50
82,30,5302.166215319102,4,50,500,1,60,5,3,10,30,50
83,368,5304.02182392645,7,50,500,4,60,5,3,10,30,50
84,317,5354.888851894855,2,50,500,4,60,5,3,10,30,50
85,615,5254.197702478899,2,50,500,7,60,5,3,10,30,50
86,947,5145.474962193695,5,50,500,10,60,5,3,10,30,50
87,992,5495.09833705898,10,50,500,10,60,5,3,10,30,50
88,892,5387.326125757504,10,50,500,9,60,5,3,10,30,50
89,917,5494.283384529655,2,50,500,10,60,5,3,10,30,50
90,433,5274.272459826953,4,50,500,5,60,5,3,10,30,50
91,740,5327.412132231878,5,50,500,8,60,5,3,10,30,50
92,659,5244.395652123818,6,50,500,7,60,5,3,10,30,50
93,534,5335.194529694692,4,50,500,6,60,5,3,10,30,50
94,131,5246.011713176944,4,50,500,2,60,5,3,10,30,50
95,25,5175.070195969583,3,50,500,1,60,5,3,10,30,50
96,228,5333.060923408727,3,50,500,3,60,5,3,10,30,50
97,648,5334.750050820979,5,50,500,7,60,5,3,10,30,50
98,576,5325.49524220083,8,50,500,6,60,5,3,10,30,50
99,800,5512.048856505849,1,50,500,9,60,5,3,10,30,50
100,976,5396.860062089093,8,50,500,10,60,5,3,10,30,50
101,928,5328.468399998595,3,50,500,10,60,5,3,10,30,50
102,698,5308.101206493408,10,50,500,7,60,5,3,10,30,50
103,542,5248.037101929869,5,50,500,6,60,5,3,10,30,50
104,22,5385.360704180449,3,50,500,1,60,5,3,10,30,50
105,236,5346.748999542656,4,50,500,3,60,5,3,10,30,50
106,777,5286.053830517828,8,50,500,8,60,5,3,10,30,50
107,872,5260.39897498145,8,50,500,9,60,5,3,10,30,50
108,918,5308.693664241026,2,50,500,10,60,5,3,10,30,50
109,96,5260.267337140303,10,50,500,1,60,5,3,10,30,50
110,381,5388.766362544907,9,50,500,4,60,5,3,10,30,50
111,146,5468.037052497413,5,50,500,2,60,5,3,10,30,50
112,878,5322.729333895006,8,50,500,9,60,5,3,10,30,50
113,884,5270.78414210524,9,50,500,9,60,5,3,10,30,50
114,5,5539.527624676816,1,50,500,1,60,5,3,10,30,50
115,956,5333.224878656835,6,50,500,10,60,5,3,10,30,50
116,515,5360.7868732073775,2,50,500,6,60,5,3,10,30,50
117,107,5451.866483873948,1,50,500,2,60,5,3,10,30,50
118,60,5398.749186143442,7,50,500,1,60,5,3,10,30,50
119,857,5362.887872048104,6,50,500,9,60,5,3,10,30,50
120,141,5234.511267471988,5,50,500,2,60,5,3,10,30,50
121,771,5273.9080606657135,8,50,500,8,60,5,3,10,30,50
122,413,5331.372719177539,2,50,500,5,60,5,3,10,30,50
123,793,5319.421029737218,10,50,500,8,60,5,3,10,30,50
124,544,5369.6871772137065,5,50,500,6,60,5,3,10,30,50
125,957,5292.12101781749,6,50,500,10,60,5,3,10,30,50
126,644,5430.927203763055,5,50,500,7,60,5,3,10,30,50
127,260,5297.085171666735,7,50,500,3,60,5,3,10,30,50
128,113,5259.407979975875,2,50,500,2,60,5,3,10,30,50
129,446,5402.717405527767,5,50,500,5,60,5,3,10,30,50
130,790,5317.965936267499,10,50,500,8,60,5,3,10,30,50
131,491,5288.438998050861,10,50,500,5,60,5,3,10,30,50
132,287,5374.1016403302265,9,50,500,3,60,5,3,10,30,50
133,477,5219.274942811919,8,50,500,5,60,5,3,10,30,50
134,93,5395.942746873349,10,50,500,1,60,5,3,10,30,50
135,604,5511.161299556296,1,50,500,7,60,5,3,10,30,50
136,736,5166.874946840299,4,50,500,8,60,5,3,10,30,50
137,345,5377.53821084456,5,50,500,4,60,5,3,10,30,50
138,718,5316.112470135009,2,50,500,8,60,5,3,10,30,50
139,374,5254.599160256586,8,50,500,4,60,5,3,10,30,50
140,279,5465.482750838584,8,50,500,3,60,5,3,10,30,50
141,483,5269.955782823067,9,50,500,5,60,5,3,10,30,50
142,933,5184.817486596997,4,50,500,10,60,5,3,10,30,50
143,190,5313.490039319145,10,50,500,2,60,5,3,10,30,50
144,53,5386.500713752546,6,50,500,1,60,5,3,10,30,50
145,207,5521.60032024347,1,50,500,3,60,5,3,10,30,50
146,778,5464.41913353604,8,50,500,8,60,5,3,10,30,50
147,820,5300.260591841824,3,50,500,9,60,5,3,10,30,50
148,874,5428.5159339109105,8,50,500,9,60,5,3,10,30,50
149,240,5240.363604338483,5,50,500,3,60,5,3,10,30,50
150,509,5464.196252450219,1,50,500,6,60,5,3,10,30,50
151,405,5375.570895607829,1,50,500,5,60,5,3,10,30,50
152,611,5242.145352078577,2,50,500,7,60,5,3,10,30,50
153,967,5379.227789804669,7,50,500,10,60,5,3,10,30,50
154,332,5262.860512519737,4,50,500,4,60,5,3,10,30,50
155,708,5559.319124443636,1,50,500,8,60,5,3,10,30,50
156,390,5400.020896566072,10,50,500,4,60,5,3,10,30,50
157,913,5325.9913350220895,2,50,500,10,60,5,3,10,30,50
158,761,5261.870179500609,7,50,500,8,60,5,3,10,30,50
159,864,5234.220673016663,7,50,500,9,60,5,3,10,30,50
160,744,5217.179151875488,5,50,500,8,60,5,3,10,30,50
161,922,5275.761450201987,3,50,500,10,60,5,3,10,30,50
162,655,5336.095853410133,6,50,500,7,60,5,3,10,30,50
163,827,5188.7902132175295,3,50,500,9,60,5,3,10,30,50
164,224,5450.081386205774,3,50,500,3,60,5,3,10,30,50
165,150,5270.871600816494,6,50,500,2,60,5,3,10,30,50
166,652,5369.3435233042665,6,50,500,7,60,5,3,10,30,50
167,961,5234.748395836761,7,50,500,10,60,5,3,10,30,50
168,259,5393.787203372073,6,50,500,3,60,5,3,10,30,50
169,539,5378.800282957388,4,50,500,6,60,5,3,10,30,50
170,308,5377.591877537457,1,50,500,4,60,5,3,10,30,50
171,232,5275.669140926798,4,50,500,3,60,5,3,10,30,50
172,293,5394.758232250021,10,50,500,3,60,5,3,10,30,50
173,818,5292.669741908562,2,50,500,9,60,5,3,10,30,50
174,924,5375.969463161312,3,50,500,10,60,5,3,10,30,50
175,688,5409.907558787249,9,50,500,7,60,5,3,10,30,50
176,986,5449.523789252526,9,50,500,10,60,5,3,10,30,50
177,62,5250.005497970906,7,50,500,1,60,5,3,10,30,50
178,168,5346.226599145972,7,50,500,2,60,5,3,10,30,50
179,693,5353.606071619017,10,50,500,7,60,5,3,10,30,50
180,339,5319.536366554946,4,50,500,4,60,5,3,10,30,50
181,954,5408.2069540920465,6,50,500,10,60,5,3,10,30,50
182,846,5283.82807913888,5,50,500,9,60,5,3,10,30,50
183,519,5212.64263281627,2,50,500,6,60,5,3,10,30,50
184,589,5314.556270063656,9,50,500,6,60,5,3,10,30,50
185,753,5217.8434099017595,6,50,500,8,60,5,3,10,30,50
186,775,5420.491028564007,8,50,500,8,60,5,3,10,30,50
187,167,5323.980602019744,7,50,500,2,60,5,3,10,30,50
188,842,5407.500795992496,5,50,500,9,60,5,3,10,30,50
189,217,5286.914890939659,2,50,500,3,60,5,3,10,30,50
190,548,5321.164628026555,5,50,500,6,60,5,3,10,30,50
191,33,5371.349727777507,4,50,500,1,60,5,3,10,30,50
192,575,5263.032535205737,8,50,500,6,60,5,3,10,30,50
193,677,5374.057640518721,8,50,500,7,60,5,3,10,30,50
194,100,5385.160915189449,1,50,500,2,60,5,3,10,30,50
195,495,5491.089152058131,10,50,500,5,60,5,3,10,30,50
196,79,5411.769308194102,8,50,500,1,60,5,3,10,30,50
197,583,5537.506382001149,9,50,500,6,60,5,3,10,30,50
198,181,5356.757608938585,9,50,500,2,60,5,3,10,30,50
199,600,5446.916019965199,1,50,500,7,60,5,3,10,30,50
200,419,5409.1661643235475,2,50,500,5,60,5,3,10,30,50
201,850,5307.258091461137,6,50,500,9,60,5,3,10,30,50
202,714,5304.409464468114,2,50,500,8,60,5,3,10,30,50
203,370,5189.966023906163,8,50,500,4,60,5,3,10,30,50
204,288,5454.885410836135,9,50,500,3,60,5,3,10,30,50
205,876,5392.1843137144515,8,50,500,9,60,5,3,10,30,50
206,457,5257.732196891403,6,50,500,5,60,5,3,10,30,50
207,667,5236.109873284868,7,50,500,7,60,5,3,10,30,50
208,66,5350.253695087997,7,50,500,1,60,5,3,10,30,50
209,340,5229.9299610509825,5,50,500,4,60,5,3,10,30,50
210,870,5352.993944237612,8,50,500,9,60,5,3,10,30,50
211,943,5434.048259889271,5,50,500,10,60,5,3,10,30,50
212,524,5293.782971091311,3,50,500,6,60,5,3,10,30,50
213,505,5274.088829167183,1,50,500,6,60,5,3,10,30,50
214,401,5502.120928838612,1,50,500,5,60,5,3,10,30,50
215,660,5387.327296923011,7,50,500,7,60,5,3,10,30,50
216,56,5376.110301300253,6,50,500,1,60,5,3,10,30,50
217,727,5276.066023669967,3,50,500,8,60,5,3,10,30,50
218,560,5315.986608274062,7,50,500,6,60,5,3,10,30,50
219,704,5540.5430656274675,1,50,500,8,60,5,3,10,30,50
220,394,5461.637125611435,10,50,500,4,60,5,3,10,30,50
221,111,5208.3702053364,2,50,500,2,60,5,3,10,30,50
222,765,5242.082751859472,7,50,500,8,60,5,3,10,30,50
223,302,5466.195903718599,1,50,500,4,60,5,3,10,30,50
224,868,5388.402067114075,7,50,500,9,60,5,3,10,30,50
225,748,5391.29504345587,5,50,500,8,60,5,3,10,30,50
226,314,5252.566276464457,2,50,500,4,60,5,3,10,30,50
227,960,5334.231095274131,7,50,500,10,60,5,3,10,30,50
228,209,5389.087593580656,1,50,500,3,60,5,3,10,30,50
229,154,5205.745782281484,6,50,500,2,60,5,3,10,30,50
230,729,5257.111746879202,3,50,500,8,60,5,3,10,30,50
231,557,5392.050046280938,6,50,500,6,60,5,3,10,30,50
232,136,5367.07051520694,4,50,500,2,60,5,3,10,30,50
233,591,5294.2332487866315,10,50,500,6,60,5,3,10,30,50
234,297,5363.60830837695,10,50,500,3,60,5,3,10,30,50
235,573,5404.882095323249,8,50,500,6,60,5,3,10,30,50
236,6,5453.9968179075695,1,50,500,1,60,5,3,10,30,50
237,909,5226.526671201719,1,50,500,10,60,5,3,10,30,50
238,198,5364.073286870279,10,50,500,2,60,5,3,10,30,50
239,815,5342.262955652835,2,50,500,9,60,5,3,10,30,50
240,592,5311.5778726634735,10,50,500,6,60,5,3,10,30,50
241,701,5491.899851145932,1,50,500,8,60,5,3,10,30,50
242,120,5339.824909608544,3,50,500,2,60,5,3,10,30,50
243,837,5313.463424849638,4,50,500,9,60,5,3,10,30,50
244,263,5167.570385396055,7,50,500,3,60,5,3,10,30,50
245,149,5317.856140834552,5,50,500,2,60,5,3,10,30,50
246,904,5490.165694854131,1,50,500,10,60,5,3,10,30,50
247,734,5274.639583150154,4,50,500,8,60,5,3,10,30,50
248,163,5366.074812349121,7,50,500,2,60,5,3,10,30,50
249,926,5255.062848639889,3,50,500,10,60,5,3,10,30,50
250,759,5363.057079562483,6,50,500,8,60,5,3,10,30,50
251,880,5343.727594647035,9,50,500,9,60,5,3,10,30,50
252,496,5166.1863378348235,10,50,500,5,60,5,3,10,30,50
253,944,5351.645603724679,5,50,500,10,60,5,3,10,30,50
254,849,5270.088296790471,5,50,500,9,60,5,3,10,30,50
255,37,5171.962892617121,4,50,500,1,60,5,3,10,30,50
256,264,5297.636427421714,7,50,500,3,60,5,3,10,30,50
257,460,5317.787498952364,7,50,500,5,60,5,3,10,30,50
258,673,5350.182853457066,8,50,500,7,60,5,3,10,30,50
259,798,5432.156938441215,10,50,500,8,60,5,3,10,30,50
260,104,5319.999035834464,1,50,500,2,60,5,3,10,30,50
261,367,5314.19902982117,7,50,500,4,60,5,3,10,30,50
262,75,5530.203324642241,8,50,500,1,60,5,3,10,30,50
263,834,5227.298189737263,4,50,500,9,60,5,3,10,30,50
264,687,5338.5447725464755,9,50,500,7,60,5,3,10,30,50
265,942,5287.675490093077,5,50,500,10,60,5,3,10,30,50
266,854,5277.40120499281,6,50,500,9,60,5,3,10,30,50
267,710,5253.511508531809,2,50,500,8,60,5,3,10,30,50
268,221,5285.029919030315,3,50,500,3,60,5,3,10,30,50
269,83,5431.375511079826,9,50,500,1,60,5,3,10,30,50
270,357,5326.594822797128,6,50,500,4,60,5,3,10,30,50
271,17,5268.603415798329,2,50,500,1,60,5,3,10,30,50
272,184,5313.7314088762205,9,50,500,2,60,5,3,10,30,50
273,805,5227.836813110919,1,50,500,9,60,5,3,10,30,50
274,423,5325.277436736514,3,50,500,5,60,5,3,10,30,50
275,248,5309.720359801999,5,50,500,3,60,5,3,10,30,50
276,520,5134.97594693605,3,50,500,6,60,5,3,10,30,50
277,484,5242.016792882394,9,50,500,5,60,5,3,10,30,50
278,452,5294.350288395623,6,50,500,5,60,5,3,10,30,50
279,838,5271.139519768276,4,50,500,9,60,5,3,10,30,50
280,63,5277.277868851151,7,50,500,1,60,5,3,10,30,50
281,564,5332.8634582337445,7,50,500,6,60,5,3,10,30,50
282,894,5354.226319936243,10,50,500,9,60,5,3,10,30,50
283,398,5455.682187155104,10,50,500,4,60,5,3,10,30,50
284,42,5356.447017462218,5,50,500,1,60,5,3,10,30,50
285,173,5402.1494907299675,8,50,500,2,60,5,3,10,30,50
286,500,5543.694554825767,1,50,500,6,60,5,3,10,30,50
287,635,5310.872788369338,4,50,500,7,60,5,3,10,30,50
288,46,5287.874897686172,5,50,500,1,60,5,3,10,30,50
289,618,5396.462040688605,2,50,500,7,60,5,3,10,30,50
290,863,5172.122036534789,7,50,500,9,60,5,3,10,30,50
291,997,5335.123828278313,10,50,500,10,60,5,3,10,30,50
292,158,5302.282848872379,6,50,500,2,60,5,3,10,30,50
293,409,5514.150565268092,1,50,500,5,60,5,3,10,30,50
294,674,5329.381771295502,8,50,500,7,60,5,3,10,30,50
295,436,5388.790531739208,4,50,500,5,60,5,3,10,30,50
296,743,5347.879994556192,5,50,500,8,60,5,3,10,30,50
297,553,5339.093398952892,6,50,500,6,60,5,3,10,30,50
298,972,5409.201141515993,8,50,500,10,60,5,3,10,30,50
299,531,5334.189354319136,4,50,500,6,60,5,3,10,30,50
300,330,5408.700134506381,4,50,500,4,60,5,3,10,30,50
301,26,5295.987435897186,3,50,500,1,60,5,3,10,30,50
302,651,5396.692917937373,6,50,500,7,60,5,3,10,30,50
303,179,5281.578805961169,8,50,500,2,60,5,3,10,30,50
304,304,5574.010665290588,1,50,500,4,60,5,3,10,30,50
305,194,5260.8640486416225,10,50,500,2,60,5,3,10,30,50
306,769,5321.347945507117,7,50,500,8,60,5,3,10,30,50
307,932,5317.547739408813,4,50,500,10,60,5,3,10,30,50
308,596,5402.445441090212,10,50,500,6,60,5,3,10,30,50
309,124,5250.710823788135,3,50,500,2,60,5,3,10,30,50
310,253,5273.250749388416,6,50,500,3,60,5,3,10,30,50
311,323,5376.498570885244,3,50,500,4,60,5,3,10,30,50
312,908,5581.693144781407,1,50,500,10,60,5,3,10,30,50
313,730,5301.039117523484,4,50,500,8,60,5,3,10,30,50
314,881,5339.757651044356,9,50,500,9,60,5,3,10,30,50
315,2,5605.877106019665,1,50,500,1,60,5,3,10,30,50
316,939,5220.1849483331025,4,50,500,10,60,5,3,10,30,50
317,512,5254.5433410764645,2,50,500,6,60,5,3,10,30,50
318,968,5302.6032968985955,7,50,500,10,60,5,3,10,30,50
319,946,5286.1285564798545,5,50,500,10,60,5,3,10,30,50
320,268,5351.974534258959,7,50,500,3,60,5,3,10,30,50
321,860,5332.564278714064,7,50,500,9,60,5,3,10,30,50
322,329,5255.370623722054,3,50,500,4,60,5,3,10,30,50
323,551,5341.431953056476,6,50,500,6,60,5,3,10,30,50
324,794,5318.799667018828,10,50,500,8,60,5,3,10,30,50
325,108,5504.174251191926,1,50,500,2,60,5,3,10,30,50
326,363,5264.288174816004,7,50,500,4,60,5,3,10,30,50
327,923,5359.190288893532,3,50,500,10,60,5,3,10,30,50
328,826,5362.296182618411,3,50,500,9,60,5,3,10,30,50
329,641,5369.721431290804,5,50,500,7,60,5,3,10,30,50
330,683,5221.913866612156,9,50,500,7,60,5,3,10,30,50
331,118,5241.963105963335,2,50,500,2,60,5,3,10,30,50
332,443,5257.342504212965,5,50,500,5,60,5,3,10,30,50
333,378,5335.170426108464,8,50,500,4,60,5,3,10,30,50
334,353,5376.521156915,6,50,500,4,60,5,3,10,30,50
335,70,5466.014618009064,8,50,500,1,60,5,3,10,30,50
336,280,5376.733625294685,9,50,500,3,60,5,3,10,30,50
337,472,5276.929753680178,8,50,500,5,60,5,3,10,30,50
338,910,5331.587764962149,2,50,500,10,60,5,3,10,30,50
339,188,5350.328113884566,9,50,500,2,60,5,3,10,30,50
340,879,5326.221645766081,8,50,500,9,60,5,3,10,30,50
341,348,5453.3136811223085,5,50,500,4,60,5,3,10,30,50
342,862,5383.28726781405,7,50,500,9,60,5,3,10,30,50
343,274,5284.765094191601,8,50,500,3,60,5,3,10,30,50
344,480,5165.96978789494,9,50,500,5,60,5,3,10,30,50
345,182,5453.0951252961895,9,50,500,2,60,5,3,10,30,50
346,668,5311.050004950537,7,50,500,7,60,5,3,10,30,50
347,200,5309.652612520292,1,50,500,3,60,5,3,10,30,50
348,568,5283.645587184661,7,50,500,6,60,5,3,10,30,50
349,91,5371.483400963,10,50,500,1,60,5,3,10,30,50
350,899,5373.355702252228,10,50,500,9,60,5,3,10,30,50
351,424,5409.82256185421,3,50,500,5,60,5,3,10,30,50
352,245,5196.277585201793,5,50,500,3,60,5,3,10,30,50
353,859,5387.921223916571,6,50,500,9,60,5,3,10,30,50
354,15,5173.125056556603,2,50,500,1,60,5,3,10,30,50
355,614,5304.293331410237,2,50,500,7,60,5,3,10,30,50
356,331,5361.419102193969,4,50,500,4,60,5,3,10,30,50
357,993,5392.554335590016,10,50,500,10,60,5,3,10,30,50
358,825,5261.163952982223,3,50,500,9,60,5,3,10,30,50
359,476,5343.794992185473,8,50,500,5,60,5,3,10,30,50
360,432,5337.004483229365,4,50,500,5,60,5,3,10,30,50
361,747,5190.47940300097,5,50,500,8,60,5,3,10,30,50
362,478,5336.758570511706,8,50,500,5,60,5,3,10,30,50
363,535,5302.317372162503,4,50,500,6,60,5,3,10,30,50
364,334,5213.945768333741,4,50,500,4,60,5,3,10,30,50
365,229,5271.047361080099,3,50,500,3,60,5,3,10,30,50
366,48,5254.620752039739,5,50,500,1,60,5,3,10,30,50
367,577,5349.639201549207,8,50,500,6,60,5,3,10,30,50
368,431,5170.654488856145,4,50,500,5,60,5,3,10,30,50
369,977,5421.338764649762,8,50,500,10,60,5,3,10,30,50
370,697,5380.974295337121,10,50,500,7,60,5,3,10,30,50
371,23,5286.574095600526,3,50,500,1,60,5,3,10,30,50
372,239,5304.46092802211,4,50,500,3,60,5,3,10,30,50
373,817,5293.006567369914,2,50,500,9,60,5,3,10,30,50
374,99,5398.287601101437,10,50,500,1,60,5,3,10,30,50
375,380,5384.101007840282,9,50,500,4,60,5,3,10,30,50
376,985,5411.474367110861,9,50,500,10,60,5,3,10,30,50
377,885,5289.584773954811,9,50,500,9,60,5,3,10,30,50
378,213,5190.0782450440565,2,50,500,3,60,5,3,10,30,50
379,336,5369.721799588849,4,50,500,4,60,5,3,10,30,50
380,251,5390.626732242974,6,50,500,3,60,5,3,10,30,50
381,516,5275.396511529554,2,50,500,6,60,5,3,10,30,50
382,621,5337.174982886816,3,50,500,7,60,5,3,10,30,50
383,754,5210.3780350611305,6,50,500,8,60,5,3,10,30,50
384,140,5413.6755191114835,5,50,500,2,60,5,3,10,30,50
385,627,5346.384533432261,3,50,500,7,60,5,3,10,30,50
386,772,5335.42673113598,8,50,500,8,60,5,3,10,30,50
387,412,5310.6213751029545,2,50,500,5,60,5,3,10,30,50
388,547,5241.957473085174,5,50,500,6,60,5,3,10,30,50
389,958,5185.442173106991,6,50,500,10,60,5,3,10,30,50
390,645,5237.460312697095,5,50,500,7,60,5,3,10,30,50
391,114,5492.875101346625,2,50,500,2,60,5,3,10,30,50
392,447,5252.839472198359,5,50,500,5,60,5,3,10,30,50
393,791,5501.524315019068,10,50,500,8,60,5,3,10,30,50
394,490,5338.289138643613,10,50,500,5,60,5,3,10,30,50
395,284,5434.746790201029,9,50,500,3,60,5,3,10,30,50
396,586,5331.022671693655,9,50,500,6,60,5,3,10,30,50
397,92,5312.8479265370115,10,50,500,1,60,5,3,10,30,50
398,605,5403.812273213003,1,50,500,7,60,5,3,10,30,50
399,737,5436.200622009169,4,50,500,8,60,5,3,10,30,50
400,344,5334.673621495495,5,50,500,4,60,5,3,10,30,50
401,719,5251.264167733748,2,50,500,8,60,5,3,10,30,50
402,278,5328.747099935446,8,50,500,3,60,5,3,10,30,50
403,375,5315.684676515897,8,50,500,4,60,5,3,10,30,50
404,597,5242.203287946253,10,50,500,6,60,5,3,10,30,50
405,528,5265.341220119913,3,50,500,6,60,5,3,10,30,50
406,191,5323.892043533853,10,50,500,2,60,5,3,10,30,50
407,664,5412.365520064479,7,50,500,7,60,5,3,10,30,50
408,52,5228.0012511389505,6,50,500,1,60,5,3,10,30,50
409,204,5661.803999971036,1,50,500,3,60,5,3,10,30,50
410,784,5377.673918348441,9,50,500,8,60,5,3,10,30,50
411,343,5345.265746192935,5,50,500,4,60,5,3,10,30,50
412,987,5284.144785697243,9,50,500,10,60,5,3,10,30,50
413,428,5412.176718588546,3,50,500,5,60,5,3,10,30,50
414,241,5147.89959555109,5,50,500,3,60,5,3,10,30,50
415,527,5184.7312322787975,3,50,500,6,60,5,3,10,30,50
416,508,5561.272533314232,1,50,500,6,60,5,3,10,30,50
417,406,5466.634988134187,1,50,500,5,60,5,3,10,30,50
418,310,5352.312872280962,2,50,500,4,60,5,3,10,30,50
419,610,5283.365167077464,2,50,500,7,60,5,3,10,30,50
420,80,5438.1711726096,9,50,500,1,60,5,3,10,30,50
421,707,5530.901067003529,1,50,500,8,60,5,3,10,30,50
422,391,5480.128601212025,10,50,500,4,60,5,3,10,30,50
423,914,5154.495102864602,2,50,500,10,60,5,3,10,30,50
424,170,5317.563435104176,8,50,500,2,60,5,3,10,30,50
425,760,5268.353538024417,7,50,500,8,60,5,3,10,30,50
426,865,5404.372844338899,7,50,500,9,60,5,3,10,30,50
427,169,5331.422997234083,7,50,500,2,60,5,3,10,30,50
428,750,5318.8507177145775,6,50,500,8,60,5,3,10,30,50
429,782,5391.549550721586,9,50,500,8,60,5,3,10,30,50
430,225,5317.616947268096,3,50,500,3,60,5,3,10,30,50
431,980,5301.6946849623955,9,50,500,10,60,5,3,10,30,50
432,151,5390.449493774015,6,50,500,2,60,5,3,10,30,50
433,831,5461.641182709753,4,50,500,9,60,5,3,10,30,50
434,258,5396.642008410042,6,50,500,3,60,5,3,10,30,50
435,890,5398.174953523595,10,50,500,9,60,5,3,10,30,50
436,963,5308.434704819838,7,50,500,10,60,5,3,10,30,50
437,536,5319.8902572453,4,50,500,6,60,5,3,10,30,50
438,991,5446.422218087312,10,50,500,10,60,5,3,10,30,50
439,235,5301.027054016222,4,50,500,3,60,5,3,10,30,50
440,292,5479.570775772509,10,50,500,3,60,5,3,10,30,50
441,624,5272.966206029635,3,50,500,7,60,5,3,10,30,50
442,989,5384.837435427838,9,50,500,10,60,5,3,10,30,50
443,467,5246.106399339284,7,50,500,5,60,5,3,10,30,50
444,403,5528.130939097671,1,50,500,5,60,5,3,10,30,50
445,692,5286.023379146641,10,50,500,7,60,5,3,10,30,50
446,789,5347.870611924875,9,50,500,8,60,5,3,10,30,50
447,804,5504.6863402890995,1,50,500,9,60,5,3,10,30,50
448,123,5307.920911757653,3,50,500,2,60,5,3,10,30,50
449,812,5352.793871741379,2,50,500,9,60,5,3,10,30,50
450,11,5382.458960209735,2,50,500,1,60,5,3,10,30,50
451,166,5327.30455002837,7,50,500,2,60,5,3,10,30,50
452,921,5215.284749000924,3,50,500,10,60,5,3,10,30,50
453,216,5322.659334124164,2,50,500,3,60,5,3,10,30,50
454,806,5417.313038370936,1,50,500,9,60,5,3,10,30,50
455,832,5166.4020263354005,4,50,500,9,60,5,3,10,30,50
456,649,5361.953990680561,5,50,500,7,60,5,3,10,30,50
457,408,5558.0980051290035,1,50,500,5,60,5,3,10,30,50
458,676,5294.000116384139,8,50,500,7,60,5,3,10,30,50
459,566,5398.478897434942,7,50,500,6,60,5,3,10,30,50
460,494,5345.865624177331,10,50,500,5,60,5,3,10,30,50
461,78,5210.9108406715895,8,50,500,1,60,5,3,10,30,50
462,582,5339.596843162069,9,50,500,6,60,5,3,10,30,50
463,180,5329.864872145575,9,50,500,2,60,5,3,10,30,50
464,12,5342.399011266401,2,50,500,1,60,5,3,10,30,50
465,601,5501.201159261409,1,50,500,7,60,5,3,10,30,50
466,418,5214.930779738277,2,50,500,5,60,5,3,10,30,50
467,853,5346.846674448271,6,50,500,9,60,5,3,10,30,50
468,715,5257.550572011607,2,50,500,8,60,5,3,10,30,50
469,371,5381.112700331015,8,50,500,4,60,5,3,10,30,50
470,358,5360.3648615397715,6,50,500,4,60,5,3,10,30,50
471,935,5340.0833848636385,4,50,500,10,60,5,3,10,30,50
472,289,5457.408292317168,9,50,500,3,60,5,3,10,30,50
473,488,5380.429480389269,9,50,500,5,60,5,3,10,30,50
474,456,5252.265540311765,6,50,500,5,60,5,3,10,30,50
475,809,5554.073029340347,1,50,500,9,60,5,3,10,30,50
476,776,5551.000265278729,8,50,500,8,60,5,3,10,30,50
477,67,5259.31140330439,7,50,500,1,60,5,3,10,30,50
478,843,5274.668717386802,5,50,500,9,60,5,3,10,30,50
