,Run,Wealth,ex_mod,ex_ratio,height,inheritance_rule,init_agents,init_poll,max_age,max_init_sugar,max_metabolism,max_vision,min_age,poll_growth_rule,width
20,81,10.79127563185871,4.111111111111111,3.0,50,True,500,2,60,5,3,10,30,False,50
21,43,11.090991712962964,2.7777777777777777,2.0,50,True,500,2,60,5,3,10,30,False,50
22,163,10.457550498417291,2.7777777777777777,6.0,50,True,500,2,60,5,3,10,30,False,50
23,158,9.908721241521969,1.8888888888888888,6.0,50,True,500,2,60,5,3,10,30,False,50
24,284,10.357439808222928,2.7777777777777777,10.0,50,True,500,2,60,5,3,10,30,False,50
25,298,10.837687363586424,5.0,10.0,50,True,500,2,60,5,3,10,30,False,50
26,241,9.856142412695908,1.0,9.0,50,True,500,2,60,5,3,10,30,False,50
27,51,11.050941250000001,4.111111111111111,2.0,50,True,500,2,60,5,3,10,30,False,50
28,98,10.68175617819794,1.8888888888888888,4.0,50,True,500,2,60,5,3,10,30,False,50
29,0,11.242949375,1.0,1.0,50,True,500,2,60,5,3,10,30,False,50
30,136,10.815650339495487,3.2222222222222223,5.0,50,True,500,2,60,5,3,10,30,False,50
31,185,10.696114825859858,1.4444444444444444,7.0,50,True,500,2,60,5,3,10,30,False,50
32,65,10.923664280199551,1.4444444444444444,3.0,50,True,500,2,60,5,3,10,30,False,50
33,164,11.08759907563268,2.7777777777777777,6.0,50,True,500,2,60,5,3,10,30,False,50
34,186,10.252309081551225,1.8888888888888888,7.0,50,True,500,2,60,5,3,10,30,False,50
35,252,9.880649158548747,2.7777777777777777,9.0,50,True,500,2,60,5,3,10,30,False,50
36,222,10.77113697950297,2.7777777777777777,8.0,50,True,500,2,60,5,3,10,30,False,50
37,108,11.120580334589063,3.6666666666666665,4.0,50,True,500,2,60,5,3,10,30,False,50
38,189,10.794183567182195,2.333333333333333,7.0,50,True,500,2,60,5,3,10,30,False,50
39,59,11.2888525,5.0,2.0,50,True,500,2,60,5,3,10,30,False,50
40,75,10.530535653292182,3.2222222222222223,3.0,50,True,500,2,60,5,3,10,30,False,50
41,161,10.460598849345212,2.333333333333333,6.0,50,True,500,2,60,5,3,10,30,False,50
42,120,10.418039608477457,1.0,5.0,50,True,500,2,60,5,3,10,30,False,50
43,200,10.590098618205822,3.6666666666666665,7.0,50,True,500,2,60,5,3,10,30,False,50
44,63,10.738981455226185,1.4444444444444444,3.0,50,True,500,2,60,5,3,10,30,False,50
45,73,11.062366449821653,2.7777777777777777,3.0,50,True,500,2,60,5,3,10,30,False,50
46,101,10.465460713956041,2.333333333333333,4.0,50,True,500,2,60,5,3,10,30,False,50
47,247,10.524209790324567,1.8888888888888888,9.0,50,True,500,2,60,5,3,10,30,False,50
48,174,10.941336963715125,4.555555555555555,6.0,50,True,500,2,60,5,3,10,30,False,50
49,152,10.129276459898104,1.0,6.0,50,True,500,2,60,5,3,10,30,False,50
50,13,11.449602222222222,2.7777777777777777,1.0,50,True,500,2,60,5,3,10,30,False,50
51,203,10.771555442053465,4.111111111111111,7.0,50,True,500,2,60,5,3,10,30,False,50
52,93,10.696420633738487,1.4444444444444444,4.0,50,True,500,2,60,5,3,10,30,False,50
53,169,10.688333297454433,3.6666666666666665,6.0,50,True,500,2,60,5,3,10,30,False,50
54,257,11.021222275275184,3.2222222222222223,9.0,50,True,500,2,60,5,3,10,30,False,50
55,141,10.935970467849824,4.111111111111111,5.0,50,True,500,2,60,5,3,10,30,False,50
56,116,10.59839677469136,4.555555555555555,4.0,50,True,500,2,60,5,3,10,30,False,50
57,15,11.228003750000003,3.2222222222222223,1.0,50,True,500,2,60,5,3,10,30,False,50
58,196,10.415255171593719,3.2222222222222223,7.0,50,True,500,2,60,5,3,10,30,False,50
59,35,11.120311246129512,1.4444444444444444,2.0,50,True,500,2,60,5,3,10,30,False,50
60,233,10.792827681478716,4.111111111111111,8.0,50,True,500,2,60,5,3,10,30,False,50
61,224,10.757300171802006,2.7777777777777777,8.0,50,True,500,2,60,5,3,10,30,False,50
62,267,10.526225087842658,5.0,9.0,50,True,500,2,60,5,3,10,30,False,50
63,29,11.097281250000002,5.0,1.0,50,True,500,2,60,5,3,10,30,False,50
64,271,9.818807953561883,1.0,10.0,50,True,500,2,60,5,3,10,30,False,50
65,55,10.941827499999999,4.555555555555555,2.0,50,True,500,2,60,5,3,10,30,False,50
66,84,11.281501235425239,4.555555555555555,3.0,50,True,500,2,60,5,3,10,30,False,50
67,40,11.383202708333334,2.333333333333333,2.0,50,True,500,2,60,5,3,10,30,False,50
68,104,10.87088390012876,2.7777777777777777,4.0,50,True,500,2,60,5,3,10,30,False,50
69,88,10.838887986111112,5.0,3.0,50,True,500,2,60,5,3,10,30,False,50
70,153,10.560980131805772,1.4444444444444444,6.0,50,True,500,2,60,5,3,10,30,False,50
71,281,10.14093345294257,2.333333333333333,10.0,50,True,500,2,60,5,3,10,30,False,50
72,131,10.551449829619882,2.333333333333333,5.0,50,True,500,2,60,5,3,10,30,False,50
73,22,10.67247125,4.111111111111111,1.0,50,True,500,2,60,5,3,10,30,False,50
74,38,10.840585992482017,1.8888888888888888,2.0,50,True,500,2,60,5,3,10,30,False,50
75,193,10.711519181886128,2.7777777777777777,7.0,50,True,500,2,60,5,3,10,30,False,50
76,207,10.94060342461171,5.0,7.0,50,True,500,2,60,5,3,10,30,False,50
77,124,10.609299401422879,1.4444444444444444,5.0,50,True,500,2,60,5,3,10,30,False,50
78,294,10.623804760520644,4.555555555555555,10.0,50,True,500,2,60,5,3,10,30,False,50
79,5,11.043165663580249,1.4444444444444444,1.0,50,True,500,2,60,5,3,10,30,False,50
80,69,11.143134479453918,2.333333333333333,3.0,50,True,500,2,60,5,3,10,30,False,50
81,243,10.02761940183673,1.4444444444444444,9.0,50,True,500,2,60,5,3,10,30,False,50
82,251,10.875718924913917,2.333333333333333,9.0,50,True,500,2,60,5,3,10,30,False,50
83,114,11.071306550925929,4.555555555555555,4.0,50,True,500,2,60,5,3,10,30,False,50
84,144,10.479847953521606,4.555555555555555,5.0,50,True,500,2,60,5,3,10,30,False,50
85,239,11.171367896659294,5.0,8.0,50,True,500,2,60,5,3,10,30,False,50
86,256,10.546146406068456,3.2222222222222223,9.0,50,True,500,2,60,5,3,10,30,False,50
87,76,10.749647880658438,3.2222222222222223,3.0,50,True,500,2,60,5,3,10,30,False,50
88,165,10.811615375304191,3.2222222222222223,6.0,50,True,500,2,60,5,3,10,30,False,50
89,272,9.940817772613007,1.0,10.0,50,True,500,2,60,5,3,10,30,False,50
90,262,10.51195362754811,4.111111111111111,9.0,50,True,500,2,60,5,3,10,30,False,50
91,60,10.890304684903894,1.0,3.0,50,True,500,2,60,5,3,10,30,False,50
92,19,10.730059583333334,3.6666666666666665,1.0,50,True,500,2,60,5,3,10,30,False,50
93,102,10.632592684077109,2.7777777777777777,4.0,50,True,500,2,60,5,3,10,30,False,50
94,225,10.184858859782743,3.2222222222222223,8.0,50,True,500,2,60,5,3,10,30,False,50
95,236,11.071342944666837,4.555555555555555,8.0,50,True,500,2,60,5,3,10,30,False,50
96,44,11.05611877314815,2.7777777777777777,2.0,50,True,500,2,60,5,3,10,30,False,50
97,293,10.696024825734794,4.111111111111111,10.0,50,True,500,2,60,5,3,10,30,False,50
98,157,10.705292481811266,1.8888888888888888,6.0,50,True,500,2,60,5,3,10,30,False,50
